,DARMC_X,DARMC_Y,DARMC_OBJECTID,NAME,NAME2,Latitude,Longitude,Geo_Q,F2008_Wreck,F2010_Wreck,Geo_D,Start_Date,End_Date,Date_Q,Date_D,Depth,Depth_Q,Year_Found,Year_Found_1,Cargo_1,Cargo_Type1,Cargo_2,Cargo_Type2,Cargo_3,Cargo_Type_3,Other_Cargo,Gear,Estimated displacement,Comments,Length,Width,Size_Detail,Parker_ref,Parker?,Bibliography AFM State 2008,Bibliography_2,OXREP_locid,OXREP_Site_Name,OXREP_Wreck_Name,OXREP_Earliest_Date,OXREP_Latest_Date,OXREP_Dating_comment,OXREP_Wreck_ID,OXREP_Strauss_ID,OXREP_Parker_Number,OXREP_Sea_area,OXREP_Country,OXREP_Region,OXREP_Min_depth,OXREP_Max_depth,OXREP_Depth,OXREP_Period,OXREP_Reference,OXREP_Comments,OXREP_Stone_cargo_notes,OXREP_Other_cargo,OXREP_Hull_remains,OXREP_Shipboard_paraphernalia,OXREP_Ship_equipment,OXREP_Estimated_tonnage,,
,,,,Cape Cherni 3,,42.958,27.908,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1615,Cape Cherni,Cape Cherni 3,-600,-400,C6th-5th BC,9021,,,Black Sea,Bulgaria,,,,,Classical Greek,"S. Stanimirov, Archaeologia Bulgarica 7 (2003), 1-34",,,,,,,,,
,,,,"Cape Chirakman, Kaliakra 1",,43.409,28.352,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,916,Cape Chirakman,"Cape Chirakman, Kaliakra 1",-330,-50,,9016,,,Black Sea,Bulgaria,,,,,Hellenistic,"S. Stanimirov, Archaeologia Bulgarica 7 (2003), 1-34",,,,,,,,,
,,,,"Cape Chirakman, Kaliakra 2",,43.409,28.352,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cape Chirakman,"Cape Chirakman, Kaliakra 2",-330,-50,,,,,Black Sea,Bulgaria,,,,,Hellenistic,"S. Stanimirov, Archaeologia Bulgarica 7 (2003), 1-34",,,,,,,,,
,,,,"Cape Chirakman, Kaliakra 3",,43.409,28.352,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2232,Cape Chirakman,"Cape Chirakman, Kaliakra 3",400,800,,9017,,,Black Sea,Bulgaria,,,,,early Byzantine,"S. Stanimirov, Archaeologia Bulgarica 7 (2003), 1-34",Cargoes from 3 early Byzantine wrecks have been found.,,,,,,,,
,,,,"Cape Chirakman, Kaliakra 4",,43.409,28.352,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cape Chirakman,"Cape Chirakman, Kaliakra 4",400,800,,,,,Black Sea,Bulgaria,,,,,early Byzantine,"S. Stanimirov, Archaeologia Bulgarica 7 (2003), 1-34",Cargoes from 3 early Byzantine wrecks have been found.,,,,,,,,
,,,,"Cape Chirakman, Kaliakra 5",,43.409,28.352,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cape Chirakman,"Cape Chirakman, Kaliakra 5",400,800,,,,,Black Sea,Bulgaria,,,,,early Byzantine,"S. Stanimirov, Archaeologia Bulgarica 7 (2003), 1-34",Cargoes from 3 early Byzantine wrecks have been found.,,,,,,,,
,,,,Cape Gradina,,43.5166,15.96667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1129,Cape Gradina,Cape Gradina,-30,100,end C1st BC -C1st AD,7328,,,Adriatic,Croatia,Bay of Rogoznica,30,30,30m,Roman Imperial,"M. Jurisic, Ancient Shipwrecks of the Adriatic (2000) no. 13",A possible shipwreck or simply solitary amphora finds.,,,,,,,,
,,,,Cape Kaliakra,,43.360886,28.464661,ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1489,Cape Kaliakra,Cape Kaliakra,400,600,C5th-6th AD,9019,,,Black Sea,Bulgaria,,5,6,6m,Byzantine,"S. Stanimirov, Archaeologia Bulgarica 7 (2003), 1-34",A cargo of amphorae has been found 100m from the shore,,,,,,,,
,,,,Cape Qefalit,,39.912006,19.909038,ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2412,Cape Qefalit,Cape Qefalit,-520,-480,late C6th- early C5th BC,8858,,,Adriatic,Albania,,,,,Classical,"INA Annual 2008,  22.","A 15 x 6m ovoid mound, 0.5 m high with a scatter of amphorae protruding from its surface, the site was probably damaged by drag nets",,,,,,,,
,,,,Cape St. Andreas (3)- ?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Cape Tiha,,42.70538,17.872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2234,Cape Tiha,Cape Tiha,-400,-200,C4th-3rd BC,8916,,,Adriatic,Croatia,Sipan Island,,,,Classical/Hellenistic,"M . Jurisic in D. Davison, V. Gaffney and E. Martin (eds.) BAR 2006, 175-192","A looted wreck, although dispersed finds are known from private collections.",,,,,,,,
,,,,Capo Bianco,,38.89676,17.10434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,629,Capo Bianco,Capo Bianco,350,500,mid C4th-6th AD,8814,,,,Italy,Calabria,4,5,5m,Late Roman,"http://www.archeomar.it/templates/archeomar/atlante/player_atlante_en.html   site 26, area 14                 http://www.reitia.it/nave_lapidaria_di_capo_bianco.html         http://www.reitia.it/archeologia_subacquea_nel_crotonese.php","Excavated 1991, this is another navis lapidaria discovered in shallow water off Calabria.","Blocks of heterogeneous dimensions and drums of columns, distributed in a chaotic manner among the rocks. One of the larger blocks had been worked to create a semi-column on one of the long sides. The marble is of 3 different types.",,,,,,,
,,,,Capo Colonna and Capo Alfieri,,38.95399,17.17163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,605,Capo Colonna,Capo Colonna and Capo Alfieri,300,500,C4th-5th AD,9063,,,,Italy,Calabria,,,shallow,Late Roman,"http://www.archeomar.it/templates/archeomar/atlante/player_atlante_en.html         site 18, area 14",A probable Late Roman shipwreck of amphorae.,,,,,,,,
,,,,"Capo Colonna, Cicala",,39.02978,17.20047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1580,Capo Colonna,"Capo Colonna, Cicala",200,300,C3rd AD,8817,,,,Italy,Calabria,,,,Roman Imperial,"http://www.archeomar.it/templates/archeomar/atlante/player_atlante_en.html site 19, area 14",A cargo of architectural material.,"Blocks of considerable dimensions, 6-7m in length, including 2 coumn drums with a diameter of c70cm and a length of 4-5m. The blocks laid as headers and sitting on their long sides are stacked without any particular order and are mostly parallelepiped or cubed in form and all are semi-worked and carved.",,,,,,,
,,,,Capo d'Armi,,37.95864,15.66942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,640,Capo d'Armi,Capo d'Armi,-40,100,,8813,,,,Italy,Calabria,,,,,"http://www.archeomar.it/templates/archeomar/atlante/player_atlante_en.html  site 134, area 17",The probable remains of a a cargo of amphorae.,,,,,,,,
,,,,Capo Donato,,38.90543,17.023626,ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2149,Capo Donato,Capo Donato,1,300,,8815,,,,Italy,Calabria,,,,Roman Imperial,"http://www.archeomar.it/templates/archeomar/atlante/player_atlante_en.html    site 75, area 14",Fragments of material jumbled up and overlaying one another to form blocks of concretions and forming a sort of artificial reef.,,"Cooking ware, generally of an open-form type.",,,,,,
,,,,Capo Feto,,37.65552,12.53694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1297,Capo Feto,Capo Feto,-500,-300,C4th or C3rd BC,8717,,,,Italy,Sicily,,,shallow,Hellenistic,"G. Lattanzi, Navi e Citta Sommerse (2007), 127     http://www.regione.sicilia.it/beniculturali/archeologiasottomarina/sez_eventi/capo%20feto.htm",,,,A portion of the keel and part of the stern.,,Ballast stones,,,
,,,,Capo Galera,,40.569,8.24592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,657,Capo Galera,Capo Galera,1100,1300,C12th-13th,8725,,,,Italy,Sardinia,,,,Islamic,"P. Spanu, in Atti del Convegno Mazionale di Archeologia Subacquea. Anzio 1996 (1997), 109-119; C. Beltrame, Vita di Bordo in Eta Romana (2002), 462",An Islamic cargo investigated in the 1990s.,,"Glazed pottery - bowls, plates and casseroles",,"Sandals, a silver pitcher and a musical wind instrument.",,,,
,,,,Capo Linaro,,42.03239,11.83124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2609,Capo Linaro,Capo Linaro,25,75,mid C 1st AD,8874,,,Tyrrhenian Sea,Italy,Latium,,,,Roman Imperial,"C. Beltrame, Vita di Bordo in Eta Romana, 2002, p. 459; Petriaggi, Naxos 1997.",Dolia,,,The hull is about 5m long and in good condition.,,,,,
,,,,Capo Palinuro - Punta della Quaglia,,40.02649,15.24078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1325,Capo Palinuro,Capo Palinuro - Punta della Quaglia,-150,400,,8811,,,,Italy,Campania,,,,Roman,"http://www.archeomar.it/templates/archeomar/atlante/player_atlante_en.html  site 217, area 21","The wide spread of the material and the size of the anchor stock suggest that this was a large vessel. However the anchor shank only provides a general chronology, as it can be dated over a wide period.",,,Part of the planking still in position.,,"A complete anchor stock, 3m long. A tube about 15cm long, probably made of lead, bent at one end, possibly part of the bilge pump. Several metal objects lying in an upright position,  may belong to part of an anchor shank.",,,
,,,,Capo Passero II,,36.683333,15.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1386,Capo Passero,Capo Passero II,-150,150,,8926,,,,Italy,Sicily,,,,Roman,"G. Lattanzi, Navi e Citta Sommerse (2007), 126",Discovered in 2006,,Lead ingots probably from Spain each weighing about 30kg and stamped with the manufacturer's mark,,,,,,
,,,,Capo Scalambri,,36.791219,14.484421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1285,Capo Scalambri-Malta,Capo Scalambri-Malta,,,,8716,,,,Italy,Sicily,,,,,,,,,,,,,,
,,,,Capraia Etruscan 2004,,43.07225,9.82366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1250,Capraia,Capraia Etruscan 2004,-600,-300,C6th-4th BC?,8668,,,Tyrrhenian Sea,Italy,"Capraia Island, Liguria",25,35,35m,Etruscan,http://www.archeosub.it/news2004/news0411.htm#capraia,One of two ancient wrecks discovered in 2004 300m off the island of Capraia.  No details given about the cargo except that there were 'various relics'.,,,,,,,,
,,,,Capraia Roman 2004,,43.07225,9.82366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,575,Capraia,Capraia Roman 2004,-300,400,C3rd BC - 3rd AD?,8669,,,Tyrrhenian Sea,Italy,"Capraia Island, Liguria",25,35,35m,Roman,http://www.archeosub.it/news2004/news0411.htm#capraia,One of two ancient wrecks discovered in 2004 300m off the island of Capraia. No details given about the cargo except that there were 'various relics'.,,,,,,,,
,,,,Caprara,,42.11267,15.49621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2673,Caprara,Caprara,-100,50,C1st BC-1st AD,8878,,,,Italy,Puglia,,,,Late Republican/early Imperial,http://www.archeomar.it/templates/archeomar/atlante/player_atlante_en.html        site 128  area 1,"A Roman wreck from the island of Caprara, Tremiti Islands. Although there are few amphorae, they are close to the piles of tiles suggesting they were part of the cargo",,"Two piles of tiles still in stacked position. The tiles have a form typical of the Roman period, with the dimensions of approximately 40 cm x 30 cm, with a flat surface and raised edges on the longer two sides. The concretions which cover this material mean it is impossible to identify any stamps.",,,,,,
,,,,Carmel Beach A,,32.525,34.809,ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1139,Carmel,Carmel Beach A,380,390,late C4th AD,8832,,,Eastern Mediterranean,Israel,,,,,Late Roman,,,,,,,,,,
,,,,Carmel Beach B,,32.525,34.809,ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1434,Carmel,Carmel Beach B,300,400,C 4th AD,8833,,,Eastern Mediterranean,Israel,,,,,Late Roman,,,,,,,,,,
,,,,Carmel Coast,,32.525,34.809,ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2208,Carmel,Carmel Coast,500,550,early C6th AD,8908,,,Eastern Mediterranean,Israel,,,,,Byzantine,"S. Kingsley, Barbarian Seas: Late Rome to Islam (Periplus, 2004),  83","The ship was wrecked with a hoard of early C6 th AD coins minted in Constantinople, Nicomedia and Antioch.",,,,,"2 sounding leads of elongated bell shap with lugs on their apexes designed to take a length of rope. One is 14cm high with a weight of 3.05kg, the other 23cm high, weighing 11kg. Both are incised with a Maltese Christian Cross and the Greek letter 'P', and one also has an assymetrical zigzag shaped engraving, interpreted as a heavenly navigational aid.",,,
,,,,Cartagena,,37.591713,-0.980119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1556,Cartagena,Cartagena,-225,-175,late C3rd-2nd BC,8960,,,Western Mediterranean,Spain,Cartagena,63,65,65,Roman Republic,http://www.auroratrust.com/projects/spain/spain_2007_exploration.html,Pieces of ceramics formed a trail which led to a large homogeneous pile of amphorae stacked over two meters high.,,,,,,,,
,,,,Caucana,,36.78529,14.51396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,969,Caucana,Caucana,700,800,C7th AD,8715,,,,Italy,Sicily,1,2,2m,Byzantine,http://www.archeosub.it/news2002/news0207.htm,A vague report of a Byzantine wreck that seems to have been a merchant ship.,,,,,,,,
,,,,Cavaliere (medieval),,43.173,6.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1648,Cavalière,Cavaliere (medieval),1479,1500,,8623,,,,,,,,,Medieval,http://www.culture.gouv.fr/culture/archeosm/fr/fr-medit-moyen.htm,,,,,,,,,
,,,,Cavallo 4,,41.36672,9.26181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1550,Cavallo,Cavallo 4,1300,1500,C 14th- 15th AD,8760,,,Western Mediterranean,France,Corsica,12,12,12m,Medieval,"Bilan Scientifique 1999, 77",An area 20 x 10m of scattered Medieval ceramics.,,,,,,,,
,,,,Cavtat 2,,42.57652,18.21018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1645,Cavtat,Cavtat 2,200,400,C3rd-4th AD,8951,,,Adriatic,Croatia,south of Dubrovnick,,,,Late Roman,"M. Jurisic in D. Davison, V. Gaffney and E. Martin (eds.) BAR 2006, 175-192",Largest cargo  found in the Adriatic now protected by an iron cage.,,,,,,,,
,,,,Chios Straits,,38.52761,26.18248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2358,Chios Straits,Chios Straits,-400,-300,C4th BC,8987,,,Northern Aegean,Greece,Chios,70,70,70m,Classical/Hellenistic,"B.P.  Foley and M.C. Hansson, Journal of Archaeological Science  35 (2008), 1169−76; Eleutheros Typos, Ta Nea 05/11/2007                           AR 51 (2004−2005), 90; AR 52 (2005−2006), 97    D. Sakellariou et al, IJNA 36 (2007), 365-381    B. Foley et al, Hesperia 78 (2009), 269-305                                                                                         http://www.whoi.edu/sbl/liteSite.do?litesiteid=2740&articleId=5698",A C4th BC wreck found in the straits between Chios and Oinousses during a 2004 sonar survey by HCMR scientists and Ephorate archaeologists. . Over 400 concentrated artefacts form a longitudinal body of high reflectivity which rises to by 1.5-2m above the sea floor.,,,,,,,,
,,,,Chrétienne H,,43.42222,6.88555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001,Chrétienne,Chrétienne H,15,20,early C1st AD,9024,,,Western Mediterranean,France,Var,,,,Roman Imperial,"J.-P. Joncheray, Cahiers d'Archeologie Subaquatique 13 (1997), 137-164; C. Carreras Montfort and P. Berni Millet in Rivet and Sciallano (eds), Vivre, Produire et Echanger: Reflets Mediterraneans. Melanges offerts a Bernard Liou (2002), 359-369","This is probably the best known shipwreck carrying Tarraconense amphorae, containing both Pascual 1 and Dr 2-4",,,,,,,,
,,,,Chrétienne M,,43.42222,6.88555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1677,Chrétienne,Chrétienne M,,,,8792,,,Western Mediterranean,France,Var,15,20,20m,,"A. and J.-P. Joncheray, Bilan Scientifique 1994, 53, Bilan Scientifique 1997, 76-77; Cahiers d'Archeologie Subaquatique 14 (2002) 57-130",,,,,,,,,
,,,,Çihli Burnu,,40.583333,27.583333,ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,909,Çihli Burnu,Çihli Burnu,600,700,C7th AD,8931,,,,Turkey,Marmara,,,,Byzantine,http://www.nautarch.org/sites.htm,,,,,,,,,
,,,,Comacchio,,44.68629,12.187993,ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,945,Comacchio,Comacchio,-100,-1,C1st BC,9035,,,,Italy,,,,,Roman Republic,"F. Berti (ed), Fortuna Maris: la nave romana di Comacchio (1990); M. Polzer, IJNA 37 (2008), 225-252.            http://www2.rgzm.de/Navis/Ships/Ship050/RelittoDiComacchio.htm                          http://www.sullacrestadellonda.it/archeo/comacchio.htm",,,,,,Wooden toggle,,,
,,,,Conque des Salins,,43.41489,3.61312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1336,Conque des Salins,Conque des Salins,-210,-85,C 2nd-1st BC,8733,,,Western Mediterranean,France,Languedoc-Roussillon,1,1,1m,Roman Republic,"Bilan Scientifique 1999, 35-38","A 15m hull in very good condition, the shipw as probably only used within the Etang for trading or unloading from larger ships.",,,"A section 7.7m long and 2.2 m wide was preserved of this flat-bottomed boat showing  the keel, frames etc.",,,,,
,,,,Coscia,,42.969135,9.457177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1099,Coscia,Coscia,-250,-50,C3rd-1st BC,8900,,,Western Mediterranean,France,Corsica,2,2,2m,Roman Republic,"Bilan Scientifique 2003, 96",,,,,,,,,
,,,,Coscia di Donna,,40.8919,8.21365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1973,Coscia di Donna,Coscia di Donna,75,100,Late C1st AD,149,421,,Tyrrhenian Sea,Italy,"Near Punta del Francese, north-west Sardinia",12,15,15m,Roman Imperial,http://archeogate.it/subacquea/article.php?id=115&offset=3,A cargo of marble.,"A central file of three blocks of white marble 2.2msq.; on each side are four rectangular blocks 2.8m x 1.2m x 0.8m; at the end, four rectangular blocks of the same dimensions. A total of about 100m cubed, weighing 265-275 tons. Could be Luna marble but not certain. Small black and white marble chips, possibly from earlier voyages.",,"No hull remains but the ship was probably 17.65m long with a breadth of 7.8m, judging by the neat position of the marble blocks.","Some shipboard ceramics under the marble, including Gauloise 5, Agora M254 and Dr.12.",Lead anchor stock 5m from the marble blocks.,270,,
,,,,Courreaux-de-Groix (France),,47.686,-3.369,ca,238,245,,,,,,,,,,Amphoras,Dr1,,,,,,,,No direct evidence. Only one amphora.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Culip II,,42.316667,3.283333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2400,Culip,Culip II,-150,400,,8624,,,,,,,,,Roman,,Nieto says Roman in Culip VIII,,,,,,,,
,,,,Culip VII,,42.316667,3.283333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1331,Culip,Culip VII,-150,400,,8625,,,,,,,,,Roman,,Nieto says Roman in Culip VIII,,,,,,,,
,,,,Culip VIII,,42.316667,3.283333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1281,Culip,Culip VIII,1,50,,7427,,,Western Mediterranean,Spain,Catalunya,11,11,11m,Roman Imperial,"C. Carreras et al, Culip VIII i les Amfores Haltern 70 (Monografies del Centre d'Arqueologia Subaquatica de Catalunya, 5), 2005","A Roman wreck discovered by divers and subsequently excavated by the CASC in 2002-03, one of the largest known to have carried Haltern 7 amphorae.",,,,"Seven broken pots and fragments of amphorae, a fish hook and 6 fishing weights of different forms.",,,,
,,,,Dor M,,32.6,34.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1190,Dor,Dor M,500,600,C 6th AD,8840,,,Eastern Mediterranean,Israel,,,,,Byzantine,,A ship 13.5m in length.,,,Yes.,,,,,
,,,,Dor O,,32.6,34.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1985,Dor,Dor O,553,645,mid C6th-mid C7th AD,8839,,,Eastern Mediterranean,Israel,,,,,Byzantine,,masonry,,,Yes.,,,,,
,,,,Dor south-east,,32.6,34.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1128,Dor,Dor south-east,659,700,C7th AD,8854,,,Eastern Mediterranean,Israel,Dor,2,4,3,Byzantine,"E. Galili et al, Hadeshot Journal 119 (2007);  E. Galili and B. Rosen, IJNA (2008) 67-76                                                                                                                                        http://www.hadashot-esi.org.il/report_detail_eng.asp?id=562&mag_id=112","A medium-sized boat constructed with iron nails, its artefacts scattered over an area 40 by 50m. Coin finds dated it to c. AD 665 (bronze coins from 600-650 and a corroded clump of coins that contained 53 coins from the time of Anastatius I until Constans II). The fishing tackle shows that the ship was engaged in various fishing activities and the basket for kindling is the first viable archaeological evidence for night fishing in antiquity.",,"Two piles of kurklar (ashlar) stones measuring 24 x 25 x 60cm, some of which have a rectangular slot. Metal artefacts.","The hull was represented by scores of square-sectioned iron nails, 13-21cm long. Traces of fibre, probably used for sealing, were preserved on some of them","A basket-shaped pottery vessel containing grape remains, a bronze cooking pot with 2 ear-shaped handles, a ploughshare. Iron tools including 2 distinct assemblages: a shipwright's kit comprising an axe, a builder's hammer with a nail extractor, a drill with a wooden handle and a 92cm-long sharpened iron bar with a hole near the sharp tip. Fishing gear included lead net sinkers, an iron fishing spear-head with 5 prongs and an iron fire-basket for a lantern, as well as a sounding lead and a bronze steelyard weight in the shape of a woman's bust (7.41kg).",Several heaps of unworked ballast stones. Dozens of wooden pulleys (diam. 4cm) probably used for rigging or as floats for a fishing net.,,,
,,,,Drazica,,44.7,14.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1037,Drazica,Drazica,-50,-1,second half C1st BC,7326,,,Adriatic,Croatia,Velebit,30,30,30m,Roman Rep/Imperial,"M. Jurisic, Ancient Shipwrecks of the Adriatic (2000), no. 6",A contaminated and looted site,,,,,,,,
,,,,Duboka Cove,,43.11274,16.66076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,710,Duboka Cove,Duboka Cove,200,400,C3rd-4th AD,8950,,,Adriatic,Croatia,Hvar island,,,,Late Roman,"M. Jurisic in D. Davison, V. Gaffney and E. Martin (eds.) BAR 2006, 175-192",,,,,An oval amphora inscribed with BDEUNOR points towards the presence of African merchants managing the shipment.,,,,
,,,,East Porto Pino,,38.96106,8.60469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,607,Porto Pino,East Porto Pino,1000,1500,,9052,,,,Italy,Sardinia,11,11,11m,Medieval,http://www.archaeogate.org/subacquea/article/115/2/rinvenimenti-archeologici-subacquei-in-sardegna-sud-occ.html,The remains of a cargo vessel which extends over an area of about 20 x 20m.,,,None.,,,,,
,,,,Ecueil de Miet 3,,43.20284,5.34931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1758,Ecueil de Miet,Ecueil de Miet 3,-575,-550,first half C6th BC,8886,,,Western Mediterranean,France,Bouches-du Rhône,18,21,21m,Archaic,"Bilan Scientifique 1999, 51; L. Long, P. Pomey and J-C Souriseau, Les Etrusques en Mer (2000)",Shattered remains of Etruscan amphorae from a site with at least 3 other wrecks.,,,,,,,,
,,,,Egadi,,37.98487,12.247629,ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2290,Egadi,Egadi,,,,8720,,,,Italy,Sicily,,,,,,,,,,,,,,
